Namespace,Project,Is_Empty,isFork,isArchive,Project_Size(mb),LFS_Size(mb),Collaborator_Count,Protected_Branch_Count,MR_Review_Count,Milestone_Count,Issue_Count,MR_Count,MR_Review_Comment_Count,Commit_Count,Issue_Comment_Count,Release_Count,Branch_Count,Tag_Count,Has_Wiki,Full_URL,Created,Last_Push,Last_Update,github_org,github_repo,gh_repo_visibility,except_commit_comments
test-division/testlab,Testlab,false,false,false,16418,0,146,7,0,0,0,1,0,646085,0,0,70,9592,false,https://gitlab-ie.industrysoftware.automation.siemens.com/test-division/testlab/testlab,2025-12-25T14:04:21Z,2026-07-03T08:38:46Z,2026-07-03T08:38:46Z,OSES-Migration,DryRun-testdivision-testlab-20260307,internal,no
